Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2017-04-02,1599728,1938652,1458790,1232072,1515855,1583671,1433460,1390069,1351408,1206533,987180,837176,650992,1169452,760266,576596,2783793,590397,633195,1049339,598219,732567,462361,352844,1433579,645260,398942,325118,406292,352925,422730,2694445,367291,377342,746334,383365,327697,369301,760697,330758,71613,40511,54923,37521,239125,161784,34473,61510,35758,28190,419632,819945,604032,465627,511950,446262,481957,556969,839939,1261710,615154,552832,655819,762989,1157772,671519,916309,635023,719578,696439,315175,311196,334121,234554,447801,251553,259766,238987,202073,957339,13098,36989,9073,8690,15005,11743,13152,24552,8441,13979
2017-04-03,1600588,2829204,1548121,1215582,1094363,1505680,1553875,1414855,1313731,1270851,971218,892214,748907,1438394,859405,630802,2820226,633710,779222,757910,557962,340375,375810,307703,1364983,670764,374414,317200,413214,319680,374880,2796832,345647,371150,843753,394333,318162,370634,397339,331527,71868,44034,56830,39831,348870,177816,35056,43055,37945,29244,384787,558503,523948,463540,465120,397375,406361,455386,434478,1282052,553659,482703,535668,516449,614516,563968,844200,603063,558152,509931,313557,313484,338744,245966,454720,242449,247578,245522,203879,231693,19419,43082,12826,10808,16818,15690,15656,24905,11093,17122
2017-04-04,1460749,1483445,1412273,1172971,1072838,1439284,1379200,1309154,1316932,1122546,906134,870221,736384,1465807,789450,639742,2827403,648665,784795,755652,646115,355843,353728,549922,1381834,659947,355619,379713,392455,317419,375799,2709727,323912,328509,811300,388072,304122,346691,393751,344211,94997,47518,55929,40128,286439,176543,35958,45437,41111,30748,428546,516751,532955,444372,465754,413330,397665,461949,441627,1203792,498751,472165,556904,476167,620318,641055,836573,551841,555900,514169,332357,330532,336060,257081,502582,256214,286246,281237,218190,273019,14515,38397,8905,8798,16535,12957,13688,17867,8539,13367
2017-04-05,1450250,1381018,1366077,1115210,1047188,1394802,1337196,1245139,1321726,1086667,906660,817640,709205,1428875,729792,614260,2860598,637556,729659,744204,577785,342674,357847,368904,1366694,599535,336408,330952,387550,333421,356681,2714765,334924,314937,789370,398736,302215,329072,370245,314351,97429,50667,55668,39015,257438,176426,35724,46069,38630,29414,400069,598566,517388,452446,452251,381981,400352,435493,423089,1255031,489376,461740,515400,471240,591810,587059,827548,544394,526892,491730,268806,276482,274460,230848,426554,225311,229110,218751,185542,216223,16654,28092,7918,8722,15233,12580,11625,18921,7997,13516
2017-04-06,1418564,1348525,1470917,1111038,1058682,1361971,1358659,1150312,1261473,1083238,965895,773702,681004,1349261,692506,580380,2836444,586697,680324,687075,527526,326704,354009,327406,1345630,603869,316312,307632,361994,304024,363695,2751564,328473,317260,756440,397964,318670,345209,359843,305533,96991,49772,55517,38519,266267,172436,34844,44185,37751,30874,378915,569166,499639,448099,459211,380634,396157,431225,427982,1223621,540043,488678,566977,476411,603118,599236,849375,504243,523885,642303,258206,266406,266986,250987,415892,218842,216573,219206,192483,201529,18525,32071,12531,12459,19303,15305,15056,27782,14978,17652
2017-04-07,1340853,1290301,1335778,1048141,1111302,1341050,1442270,1130316,1232856,1114180,763804,628901,612514,1109193,585742,485316,2614494,486457,556332,662403,542682,375766,325216,287707,1350176,534156,299796,260184,336934,286158,343615,2654330,374468,329774,740071,384784,322941,341449,448598,335501,87495,46470,52945,37819,350562,161585,33400,43174,36846,30101,370739,550975,561843,419820,465404,394836,392540,451194,473006,1225410,603035,519600,550072,490501,578141,755075,893340,635189,594274,569767,252981,268579,271594,258295,404125,206273,218567,215827,237219,273081,17325,32961,10802,10499,18252,14853,14412,24032,11589,14713
2017-04-08,1348406,1258743,1332854,1058507,1090193,1445339,1283005,1142832,1363466,1164462,691422,504847,495500,833199,466213,387608,2563750,431078,428966,560252,506390,300800,319735,277745,1277712,471580,296811,257542,316314,286358,328628,2562678,303770,314966,760101,369202,292636,394209,400850,440150,80608,42930,53478,35759,300923,147441,32634,39475,34826,27619,391545,550866,554762,428616,523014,401030,426460,489807,436183,1201187,668654,624749,678132,592266,705458,703704,1018856,764930,662834,611935,281555,301706,317855,241824,443091,233076,241936,246854,229712,250550,15914,32823,10334,9852,17839,11045,11196,24158,8382,14793
2017-04-09,1553365,1352752,1758746,1404384,1125674,1575910,1415955,1220031,1527563,1142630,834215,574739,556877,889490,534179,408675,2695915,445356,499466,736812,526229,321234,410034,292183,1278189,525196,340743,293696,339552,319136,421210,2439764,327213,314952,788939,372141,297160,367588,381426,327168,81616,42030,48441,35794,306807,148240,32284,42658,33977,27712,430362,625813,567390,471099,560605,416251,446606,612506,456577,1233946,872921,715961,753563,609751,867276,944087,1478048,753621,803901,684406,313661,324029,356094,265725,510372,303528,265863,277611,301154,342886,20426,38694,16225,10005,29089,14008,13968,19281,27340,14947
2017-04-10,1467011,1420105,1444580,1151084,1094913,1584102,1423869,1172120,1374767,1264390,767564,622660,572361,996562,556903,458839,2617128,474932,550005,694812,570531,328197,397496,325002,1354038,573190,378712,287095,347099,305036,372293,2740835,332469,340589,820318,383097,292911,369020,409482,334357,86784,46588,52766,41118,252585,165372,35229,61894,35016,29377,418577,560177,538937,471508,538136,375425,440319,651972,464995,1279232,578022,565774,620974,460694,577991,647731,1075675,579654,592082,493703,267120,258721,286210,217160,450315,235618,212781,210283,248014,228949,86846,149156,81702,44169,136561,50442,45287,50631,139367,47538
2017-04-11,1339007,1350770,1245213,1091271,1092352,1469541,1265881,1239397,1276781,1255317,704456,573285,526904,991142,698510,448068,2435010,542243,527848,591678,549704,350903,386895,328794,1328958,555908,337262,292481,345521,377109,388316,2675546,334649,317374,804375,413075,314411,342448,410836,314503,89834,48488,58115,55765,283241,168567,38757,62829,41506,31797,397556,523043,512963,487976,546260,366049,461438,459914,455707,1244279,676893,491336,628698,451437,715064,582634,941995,570747,523633,450772,262059,257075,270275,212288,447601,220990,201519,207255,206916,216282,52902,105265,49027,32819,78647,33970,32563,35949,74297,33811
2017-04-12,1287949,1355646,1127550,1207548,1032937,1552270,1170653,1247391,1551042,1131129,779402,515065,524357,905209,563824,436607,2359032,451155,483722,547173,530387,330275,373696,312561,1309789,557398,334937,294212,348898,324068,367129,2658120,319807,328786,801476,372355,352763,333787,403382,331490,87069,50765,73502,52184,333572,177826,38883,55647,58657,31029,411787,517656,508068,679669,547830,389138,437556,456196,463845,1253183,567305,497868,580383,424540,623975,556336,815921,540612,640250,412161,271748,260343,263141,210879,463400,221108,200198,231225,202012,222539,71614,107272,60577,26052,106805,34302,35435,39276,139200,32462
2017-04-13,1354654,1495300,1125401,1131079,1023386,1665014,1129467,1180653,1454035,1065951,824844,484155,532216,949114,491925,405037,2524902,392628,443908,541677,495146,336457,332028,319088,1290432,537084,322115,288612,345273,302536,370758,2547293,360061,304141,761498,367746,498763,357484,520941,314954,98608,50454,65075,58269,396687,169685,40988,71314,51631,32264,392508,503016,493746,507784,486663,441412,450943,474979,490183,1227605,552856,470047,555645,503919,547662,583236,825993,500457,636428,436041,267612,250776,257772,210338,433656,219153,204032,227739,194685,251621,55525,84744,48023,22882,79586,27217,27537,35660,101666,28262
2017-04-14,1469455,1387191,1234456,1160797,1093986,1741462,1278816,1320962,1330398,1292910,959219,510049,548204,864439,495419,470222,2614192,407221,500466,565353,519809,324446,342164,282209,1262114,603348,328891,287016,363709,285582,446077,2547181,693813,380613,824078,525797,685110,522558,817468,380139,84957,49947,51222,43606,369196,153002,37456,57459,41660,29945,416728,537755,492316,481856,460873,389912,477673,514950,452549,1285807,525508,496576,626529,476219,519926,730231,858457,605561,667066,447564,274347,270489,274311,207423,424892,227059,211948,234695,213213,226423,15405,32407,11472,12261,14697,12590,12439,21150,7674,16110
2017-04-15,1395574,1426457,1228688,1174844,1114984,1703941,1303515,1386849,1329533,1238360,917898,626213,587499,884690,555345,455266,2657739,438998,520405,613269,558824,352691,367189,304462,1282972,550042,344959,308722,344848,323774,452959,2471000,592193,324569,791397,601125,514246,445972,479971,422930,82525,45343,54845,41318,329416,140451,33762,100781,38971,27923,389299,710876,502792,466932,526236,380530,500377,891555,458481,1265551,725647,623024,684866,601877,789995,669431,946504,691467,798443,533128,321025,303256,310594,238206,486440,238760,243979,260611,217966,249498,12373,35785,6624,6765,13227,10318,16005,16359,6927,10669
2017-04-16,1620089,1415145,1389156,1407656,1185073,1831628,1381809,1476811,1496308,1379032,971200,662254,633107,966445,595324,501550,2659384,497289,554973,634204,616135,430499,395904,381361,1301436,582877,417425,340029,387963,353207,578265,2565269,574721,450901,883143,547640,553144,483216,734598,516669,82420,43029,56195,45666,337811,137264,32684,81450,37757,27675,439493,812211,601691,506242,791460,430010,551990,694748,536902,1288653,639296,624953,701920,552347,738292,707943,893156,720990,715545,566160,342806,311166,321251,233000,510013,272303,264621,270775,220910,263337,12371,33878,7827,7271,16252,11010,10526,16275,7251,12537
2017-04-17,2059033,1531736,1353366,2081987,1267114,1880233,1280502,1479164,1446920,1364037,983523,761935,685619,1193058,665419,580108,2839313,595240,668945,755409,641512,419112,412201,393737,1335798,647755,405200,344748,405210,371600,568031,2682733,568443,503052,920095,625417,535425,488339,690811,503871,84739,44819,57516,55212,321864,160485,35504,56342,36557,30193,424490,696587,564341,498355,529344,426059,531571,546199,513565,1333144,556920,513891,570292,477480,573244,641707,853136,549898,529516,469800,326770,292014,285693,214266,469602,236242,219045,235045,203493,234515,14217,33293,8794,8659,16279,13153,11975,19719,8419,14262
2017-04-18,1433797,1425663,1353872,1186588,1120131,1633149,1226138,1366673,1255941,1250753,920032,781740,722758,1275091,679026,594140,2918884,621213,654811,785266,621987,425507,448943,338281,1380774,611339,385905,317196,361817,337670,423156,2784077,423063,411102,904647,483720,396978,405285,466740,413043,85487,49774,60598,55661,340640,166471,37019,53248,37393,33135,416354,679509,541286,481995,496595,438604,494321,479581,463556,1323038,723533,472490,488391,416009,496049,612318,916419,548965,556805,436500,286862,258842,271510,208927,433117,203400,205212,214876,191273,196678,19109,39218,9262,9874,18955,14316,14890,19965,10458,13892
2017-04-19,1351814,1559565,1262505,1146174,1128115,1626966,1248646,1290222,1330402,1233702,901367,790438,739643,1343482,736990,632041,2783262,714962,675374,783042,538485,399197,422938,368841,1345753,599371,374842,342546,371362,328222,447512,2765015,380307,382184,887271,514029,364515,396669,461168,407373,82006,76471,55164,50244,452225,163743,36208,85907,35584,31827,415548,587594,529256,474034,490079,422749,491299,481167,472311,1256787,544486,449189,478874,396684,483989,583046,1019541,527209,535573,674018,288247,256280,264790,235325,495999,207122,205140,215132,206625,190770,18226,40800,11328,9817,22080,14606,13931,22112,10794,14712
2017-04-20,1370969,1347294,1192508,1059714,1084014,1539220,1198481,1284181,1276695,1520045,756808,775069,669224,1310796,680023,714703,2538704,698617,663039,712468,572839,372552,383346,398056,1333185,611592,358652,337973,353608,317432,375928,2703561,358475,350449,802080,405817,319245,420209,425881,356082,70018,76490,60452,48913,318632,161220,36636,49185,40112,32614,392053,576881,550018,457754,518785,387851,467213,447636,469444,1288460,605197,490635,536286,419306,572914,597506,926951,483601,569088,541816,259760,253254,264623,224535,423274,203787,206865,209430,195646,243131,33564,72758,28162,20918,42829,23914,23848,30053,37042,25644
2017-04-21,1397386,1309839,1253024,1149217,1116617,1629099,1260394,1291408,1307140,1290089,682757,655815,571674,1148615,596445,590921,2384531,584395,665965,606340,548675,349610,365632,328598,1263495,583672,325193,302530,337019,308333,360960,2621406,361323,337962,793868,412804,306645,367364,470757,343335,68546,66688,62229,65032,321734,157900,41861,63165,52536,34712,377829,546528,590231,430789,478677,400640,446600,454899,458838,1210351,541950,562196,516029,424900,523184,651332,865755,492951,575053,474514,266008,260082,261671,213747,391735,207213,214656,204845,186989,214788,349147,510200,333223,126539,539181,161365,169337,157664,715479,146019
2017-04-22,1422812,1292486,1221864,1200220,1107632,1658952,1267144,1298335,1344181,1194696,571923,592180,509755,980768,540592,474890,2147625,536877,482098,563711,577303,350536,361533,350936,1260514,600579,363855,327533,372976,333251,409362,2400725,329297,370730,770154,467318,312779,385204,454332,363090,68752,62611,104921,79448,272316,189384,40008,52232,69276,32216,409717,518438,546037,458769,513931,444252,429609,515092,517581,1183292,662017,584004,574142,498090,621841,666053,902004,549584,610475,553490,319609,298797,293890,236781,416478,224557,247109,233711,212720,246493,502021,632234,464205,173401,775402,225488,271772,241054,1146007,204097
2017-04-23,1592400,1395879,1351546,1294375,1143558,2206918,1350764,1372822,1471356,1458809,653144,715261,663710,1144527,627999,592962,2293866,633480,613065,671270,732801,600050,417749,377479,1329397,1316401,542907,455137,514082,342540,625695,2646583,359589,544105,908383,444781,348041,414633,803897,424124,75124,62568,73300,64269,310367,157751,40614,71477,48639,36210,435269,565776,553450,494458,518263,437886,473249,534425,526281,1255707,743821,563672,677159,511390,572598,767191,941639,569198,594651,585047,325611,302028,295835,239216,435513,229974,239404,237423,221471,252121,336990,450134,315141,112744,519938,146901,161820,154290,720617,136486
2017-04-24,1449053,1368937,1293633,1266709,1082071,2012074,1276712,1412566,1349791,1372544,864281,831445,745569,1421970,730887,688534,2641351,723232,726963,761795,607998,449807,415084,335426,1350167,1045523,434297,375561,468139,346951,451425,2771900,334226,415293,890159,431672,312407,372260,790573,365629,76452,61525,65390,60787,326773,173197,43025,57255,58694,32880,428064,547908,616729,463794,530212,404073,491607,483207,476575,1269610,656945,482116,536217,457414,543577,655672,927812,437176,469156,461781,268811,297004,279245,203418,456207,203025,203560,208557,236697,201954,197146,249688,180736,72250,306249,84265,94397,95045,426493,81851
2017-04-25,1367304,1339350,1318000,1206737,1142334,1678672,1198118,1382505,1289598,1224532,905377,869924,767004,1546064,843651,695651,2574429,721240,737296,836169,603770,421713,400109,350393,1318455,766220,364513,332939,473233,353792,429876,2659530,357280,364617,897238,418922,332280,372988,589885,373861,91643,63708,62688,54787,334613,169964,41764,57782,51662,31481,421718,512762,526827,447370,498700,378823,447033,472678,544794,1185354,564529,444189,504308,431650,590233,596680,865847,488048,548198,412650,251190,256923,264261,205639,410942,185887,197610,205298,255384,279552,15490,35516,8577,9701,15762,14262,13679,22590,10075,14481
2017-04-26,1273305,1357181,1176242,1210665,1194941,1583030,1149606,1275403,1188552,1158022,835384,863503,790419,1543457,819387,715728,2594052,713796,764472,897708,672793,436824,414674,359505,1327634,705265,365491,343001,449067,364408,430087,2614190,348093,360595,903728,424279,353726,386216,501984,380796,90652,50261,55031,60159,358771,156848,39611,48084,37064,30812,408498,523029,504119,504735,535690,381254,471929,451932,499921,1196013,551472,422127,521981,467073,561482,691588,872056,483059,501677,442976,255582,241234,259290,209984,404734,189071,198912,205539,234942,288887,16141,34988,9746,10218,16643,13800,12725,22204,10920,15626
